utterance,intent,Sentiment
"I get an error when I try to make a payment for my online order, what can I do?",payment_issue,Negative
"I got an error message when I attempted to make a payment, but my card was charged anyway, how can I report it?",payment_issue,Negative
"an error pops when I try to make a payment for my online order, what should I do?",payment_issue,Negative
"I have an issue when trying to pay with card, I need help notifying it",payment_issue,Positive
"I have a problem paying, what do I have to do to report it?",payment_issue,Negative
can u ask an agent if i could inform of fucking payment issues ?,payment_issue,Neutral
"I got an error message when I tried to pay, but I was charged anyway, how can I report it?",payment_issue,Negative
"I got an error message when I attempted to make a payment, but my card was charged anyway, help me inform of it",payment_issue,Positive
how can I notify a payment problem?,payment_issue,Negative
"I have an issue making a payment with card,how do I notify it?",payment_issue,Neutral
I have an issue making a payment and I want to report it,payment_issue,Positive
help me inform of a payment problem,payment_issue,Neutral
can i solve issues paying?,payment_issue,Positive
"I have a problem when trying to pay with card, help me inform of it",payment_issue,Negative
"I have an issue paying for my order, can I inform of it?",payment_issue,Neutral
"I got an error when I attempted to make a payment, but I was charged anyway, I need help informing of it",payment_issue,Positive
could you ask an agent how to report issues paying ?,payment_issue,Neutral
"i want to notify an issue making a payment, can u help me?",payment_issue,Positive
i want to report a problem paying,payment_issue,Negative
"i wanna report a problem making a payment, what do i have to do?",payment_issue,Negative
"I want to notify a payment problem, what should I do?",payment_issue,Negative
"could you ask an agent if I could report a fucking payment issue, please?",payment_issue,Positive
"I have a problem when trying to pay, report it",payment_issue,Negative
"I got an error message when I attempted to pay, but I was charged anyway, help me report it",payment_issue,Positive
"I get an error when I attempt to pay for my online order, what should I do?",payment_issue,Negative
"I got an error when I attempted to make a payment, but I was charged anyway, how can I inform of it?",payment_issue,Negative
I have an issue paying for my order and I want to report it,payment_issue,Positive
"I get an error message when I attempt to pay, what should I do?",payment_issue,Negative
"i have a problem when trying to pay for my order, can i notify it?",payment_issue,Negative
I need help solving problems with my payment,payment_issue,Positive
where can I report issues with my payment?,payment_issue,Neutral
"I have a problem paying with card, notify it",payment_issue,Negative
i have an issue when trying to make a payment and i wanna notify it,payment_issue,Neutral
"the payment didn't go through, what do I have to do?",payment_issue,Neutral
where do I inform of payment problems?,payment_issue,Negative
how do i notify problems making a payment?,payment_issue,Negative
Iget an error message whyen I attempt to pay,payment_issue,Negative
"I got an error when I tried to pay, but I was charged anyway, how can I notify it?",payment_issue,Negative
where can I notify problems paying?,payment_issue,Negative
how do I inform of payment issues?,payment_issue,Neutral
"an error pops when I try to make a payment, what should I do?",payment_issue,Negative
"i have an issue when trying to pay with card, could i inform of it?",payment_issue,Negative
"I have a problem making a payment with caard, report it",payment_issue,Negative
where to report an issue paying,payment_issue,Neutral
"i have a problem paying , what  do i have to do to report it?",payment_issue,Negative
"I didn't get a payment confirmaiton, what can I do ?",payment_issue,Neutral
"i have an issue paying with card, notify it",payment_issue,Neutral
how can I report problems with my payment?,payment_issue,Negative
"i got an error when i attempted to pay, but my card was charged anyway, what should i do to notify it?",payment_issue,Negative
"I have an issue making a payment, report it",payment_issue,Neutral
"i got an error message when i attempted to pay, but i was charged anyway and i wanna inform of it",payment_issue,Negative
"I got an error when I tried to pay, but my card was charged anyway, can you help me?",payment_issue,Positive
"I got an error message when I attempted to make a payment, but my card was charged anyway, how do I report it?",payment_issue,Negative
"an error message pops when I attempt to make a payment for my order, what do I have to do?",payment_issue,Negative
"I got an error when I attempted to make a payment, but I was charged anyway, how can I report it?",payment_issue,Negative
"I have a problem when trying to pay for my online order, can you inform of it?",payment_issue,Negative
"I got an error when I attempted to make a payment, but I was charged anyway",payment_issue,Negative
"I have an issue paying, report it",payment_issue,Neutral
"I got an error message when I tried to pay, but my card was charged anyway, what should I do?",payment_issue,Negative
"please, can u ask an agent if i can solve a problem with my payment?",payment_issue,Positive
ask an agent if i could notify a fucking problem with my payment,payment_issue,Negative
I have an issue paying for my online order and I want to notify it,payment_issue,Positive
"i have a problem paying, can i notify it?",payment_issue,Negative
"I have an issue when trying to make a payment, help me inform of it",payment_issue,Positive
"I'd like to report a problem paying, could you help me?",payment_issue,Positive
"i wanna report a problem paying, what do i have to do?",payment_issue,Negative
"I have an issue when trying to pay, report it",payment_issue,Negative
"I get a error hwen I try to pay with card, what do I have to do?",payment_issue,Negative
i have an issue paying for my order and i wanna report it,payment_issue,Neutral
"help me notify issues paying, please",payment_issue,Positive
"an error pops when I attempt to pay with card, what can I do?",payment_issue,Negative
"please, can you ask an agent where I can report issues paying?",payment_issue,Positive
"I got an error when I tried to make a payment, but I was charged anyway, how can I notify it?",payment_issue,Negative
"i got an error message when i tried to make a payment, but my card was charged anyway, can i notify it?",payment_issue,Negative
"my card was declined, what should I do?",payment_issue,Neutral
"i have an issue paying, what do i have to do to notify it?",payment_issue,Neutral
"I would like to notify an issue paying, could you help me?",payment_issue,Positive
"i got an error when i attempted to make a payment, but my card was charged anyway, i need help notifying it",payment_issue,Positive
"i got an error when i tried to make a payment, but i was charged anyway, what can i do to inform of it?",payment_issue,Negative
"I have an issue when trying to make a payment with card, what can I do to report it?",payment_issue,Neutral
"i got an error message when i attempted to pay, but i was charged anyway, notify it",payment_issue,Negative
help me report a payment problem,payment_issue,Neutral
"an error message pops when I attempt to pay with card, what can I do?",payment_issue,Negative
"I didn't get a payment validation, what do I have to do?",payment_issue,Neutral
ask an agent where I could report a fucking issue making a payment,payment_issue,Neutral
"the transaction was declined, what can I do?",payment_issue,Neutral
"I got an error message when I attempted to pay, but I was charged anyway, I need help notifying it",payment_issue,Positive
"I have a problem when trying to make a payment, how do I inform of it?",payment_issue,Negative
"i have an issue when trying to pay for my order, what should i do to report it?",payment_issue,Negative
"I get an error when I attempt to pay with card, can you help me?",payment_issue,Negative
"an error message pops when I try to make a payment for my order, can you help me?",payment_issue,Neutral
"I got an error when I attempted to pay, but my card was charged anyway, can you notify it?",payment_issue,Negative
"i have a problem paying, could u report it?",payment_issue,Negative
"I got an error when I tried to pay, but my card was charged anyway, how do I inform of it?",payment_issue,Negative
can I solve an issue with my payment?,payment_issue,Positive
"please, ask an agent where i can notify problems making a payment",payment_issue,Negative
"I got an error message when I attempted to pay, but my card was charged anyway, can you help me?",payment_issue,Positive
"i wanna inform of a problem with my payment, can u help  me?",payment_issue,Neutral
"i have an issue when trying to pay with card, what do i have to do?",payment_issue,Negative
"I have an issue when trying to pay for my order, can I inform of it?",payment_issue,Negative
ask an agent how to solve a problem with my payment,payment_issue,Negative
i wanna report problems paying,payment_issue,Negative
"I got an error when I tried to pay, but my card was charged anyway, how can I notify it?",payment_issue,Negative
"I want to inform of a problem paying, what should I do?",payment_issue,Negative
I have an issue making a payment,payment_issue,Neutral
"I have a problem paying for my order,  help me report it",payment_issue,Neutral
can u ask an agent where to report issues with my payment?,payment_issue,Neutral
how can I inform of issues making an payment?,payment_issue,Neutral
how can i report an issue making a payment?,payment_issue,Neutral
help me solve issues making a payment,payment_issue,Positive
"I haev a problem paying for my online order, can you teport it?",payment_issue,Negative
"i got an error when i tried to pay, but my card was charged anyway, what can i do to report it?",payment_issue,Negative
can u ask an agent if i can notify problems making a payment?,payment_issue,Negative
"i have a problem when trying to pay for my online order, i need help reporting it",payment_issue,Negative
how can I inform of problems making a payment?,payment_issue,Negative
"i have a problem when trying to make a payment, help me inform of it",payment_issue,Neutral
"I have a rpoblem paying for my online order, how do I report it?",payment_issue,Neutral
"i have an issue making a payment with card, help me inform of it",payment_issue,Positive
"i got an error message when i attempted to make a payment, but i was charged anyway, can u inform of it?",payment_issue,Negative
ask an agent to report a payment issue,payment_issue,Neutral
"ask an agent how to solve issues making a payment, please",payment_issue,Positive
"I got an error message when I attempted to make a payment, but my card was charged anyway, what should I do?",payment_issue,Negative
"an error message pops when I attempt to make a payment, what do I have to do?",payment_issue,Negative
"I want to report an issue paying, what do I have to do?",payment_issue,Positive
"I have an issue paying for my order, can you report it?",payment_issue,Neutral
"I got an error when I tried to pay, but I was charged anyway, can I notify it?",payment_issue,Negative
"I have a problem when trying to make a payment with card, what do I have to do to report it?",payment_issue,Negative
ask an agent to notify problems paying,payment_issue,Negative
"I have an issue when trying to pay for my order, I need help notifying it",payment_issue,Positive
"I have a problem when trying to pay with cadr, can you help me?",payment_issue,Negative
how do I report an issue making a payment?,payment_issue,Neutral
"I got an error message when I tried to make a payment, but my card was charged anyway, can you inform of it?",payment_issue,Negative
"i have an issue when trying to pay with card, what should i do to inform of it?",payment_issue,Negative
"I have a problem making a payment with card, can I report it?",payment_issue,Negative
"i got an error message when i tried to pay, but i was charged anyway, i need help informing of it",payment_issue,Positive
"I want to inform fo an payment issue, can you help me?",payment_issue,Positive
"I ahve an issue when trying to make a payment, inform of it",payment_issue,Neutral
"I got an error message when I tried to pay, but my card was charged anyway, can I report it?",payment_issue,Negative
"I got an error when I attempted to pay, but I was charged anyway, what do I have to do?",payment_issue,Negative
"i have a problem making a payment, i need help informing of it",payment_issue,Neutral
"I have an issue making a payment, what should I do to inform of it?",payment_issue,Neutral
"I have an issue when trying to pay, what do I have to od to report it?",payment_issue,Negative
"please, can u ask an agent where i could report payment problems?",payment_issue,Negative
"I want to inform of a probelm making a payment, can you help me?",payment_issue,Positive
"can u ask an agent where i can inform of issues making a payment, please?",payment_issue,Positive
where to report issues with my payment,payment_issue,Neutral
"please, could u ask an agent how i could notify an issue paying?",payment_issue,Positive
an error pops when i try to pay with card,payment_issue,Negative
"I have an issue paying for my online order, what can I do to report it?",payment_issue,Neutral
"I want to notify an issue making a payment, what can I do?",payment_issue,Positive
"I have an issue when trying to make a payment, how can I inform of it?",payment_issue,Neutral
"i have an issue paying with card, what can i do to inform of it?",payment_issue,Neutral
"I got an error message when I tried to make a payment, but my card wa charged anyway, what can I do?",payment_issue,Negative
how can I notify a payent issue?,payment_issue,Neutral
"I got an error when I attempted to make a payment, but my card was charged anyway, how do I notify it?",payment_issue,Negative
where can I report payment issues?,payment_issue,Neutral
"I have an issue paying for my online order, can you report it?",payment_issue,Neutral
"an error message pops when I try to pay with card, what can I do?",payment_issue,Negative
"I got an error message when I attempted to pay, but my card was charged anyway, help me inform of it",payment_issue,Positive
"I get an error when I attempt to make a payment for my online order, what should I do?",payment_issue,Negative
"I want to report an issue making a payment, can you help me?",payment_issue,Positive
how can I inform of issues with my payment?,payment_issue,Neutral
"I want to solve an issue making a payment, what should I do?",payment_issue,Positive
I want to report a payment issue,payment_issue,Positive
"I have an issue paying, I need help informing of it",payment_issue,Positive
"I got an error when I tried to pay, but I was charged anyway , what should I do?",payment_issue,Negative
"I get an error when I attempt to make a payment for my online order, can you help me?",payment_issue,Neutral
"please, could you ask an agent where I can inform of an issue paying?",payment_issue,Positive
"i have a problem when trying to pay with card, help me notify it",payment_issue,Negative
"I have an issue making a payment, can I report it?",payment_issue,Neutral
where do I report issues making a payment?,payment_issue,Neutral
"i got an reror mesage when i attempted to pay, but i was charged anyway and i want to notify it",payment_issue,Negative
"I got an error message when I attempted to make a payment, but I was charged anyway, can I report it?",payment_issue,Negative
"I have an issue paying with card, what should I do to notify it?",payment_issue,Neutral
"I got an error message when I tried to pay , but my card was charged anyway, I need help reporting it",payment_issue,Positive
could u ask an agent where to report a problem paying?,payment_issue,Negative
i have an issue paying and i wanna notify it,payment_issue,Neutral
"i got an error when i tried to make a payment, but my card was charged anyway, how can i inform of it?",payment_issue,Negative
"i have a problem when trying to make a payment with card, help me notify it",payment_issue,Neutral
"I have a problem when trying to pay with card, can I notify it?",payment_issue,Negative
"ask an agent if I can solve problems with my payment, please",payment_issue,Positive
"I got an error message when I attempted to pay, but my card was charged anyway, notify it",payment_issue,Negative
help me inform of a problem paying,payment_issue,Neutral
wheere to notify an issue with my payment,payment_issue,Neutral
"I have an issue when trying to pay for my online order, what can I do to report it?",payment_issue,Negative
"I have a problem paying with card, what do I have to do to inform of it?",payment_issue,Negative
"I have an issue when trying to pay, what can I do to notify it?",payment_issue,Negative
"I got an error message when I attempted to pay, but I was charged anyway, I need help informing of it",payment_issue,Positive
I need help solving an issue making a payment,payment_issue,Positive
"please, can u ask an agent where i can report problems making a payment?",payment_issue,Negative
an error message pops when I try to make a payment,payment_issue,Negative
"I want to solve an issue making a payment, what do I have to do?",payment_issue,Positive
I need help solving a payment problem,payment_issue,Positive
"I got an error when I tried to pay, but I was charged anyway, what do I have to do to notify it?",payment_issue,Negative
"I have a problem paying with card, can you inform of it?",payment_issue,Negative
"I have an issue making a payment, notify it",payment_issue,Neutral
"an error pops when i try to pay with card, what do i have to do?",payment_issue,Negative
could u ask an agent how to report a problem paying?,payment_issue,Negative
"I have an issue when trying to pay, what can I do to inform of it?",payment_issue,Negative
can u ask an agent if i can report a problem paying?,payment_issue,Negative
"I got an error message when I tried to make a payment, but I was charged anyway and I want to report it",payment_issue,Negative
"i get an error message when i try to make a payment with card, what do i have to do?",payment_issue,Negative
"I get an error when I attempt to pay for my order, what should I do?",payment_issue,Negative
can I solve problems with my payment?,payment_issue,Negative
"i get an error message when i try to make a payment for my online order, what do i have to do?",payment_issue,Negative
how could i notify issues paying?,payment_issue,Neutral
i have a problem when trying to pay for my order and id like to notify it,payment_issue,Negative
"an error message pops when I try to make a payment, what can I do?",payment_issue,Negative
the transfer was declined,payment_issue,Neutral
"I have an issue making a payment, what should I do to report it?",payment_issue,Neutral
where to notify a fucking payment problem,payment_issue,Negative
"i have a problem when trying to pay for my order, how do i notify it ?",payment_issue,Negative
"I get an error when I attempt to make a payment for my order, what can I do?",payment_issue,Negative
"id like to solve a problem paying, what can i do?",payment_issue,Positive
can u ask an agent if i can report problems paying?,payment_issue,Negative
how canI solve a payment issue ?,payment_issue,Positive
"I have a problem when trying to pay for my order, could you report it?",payment_issue,Negative
help me notify payment issues,payment_issue,Positive
could u ask an agent if i could inform of a payment issue?,payment_issue,Neutral
"I got an error when I tried to make a payment, but I was charged anyway, can you notify it?",payment_issue,Negative
"i have an issue when trying to make a payment with card, what do i have to do to notify it?",payment_issue,Neutral
"I got an error message when I attempted to make a payment, but I was charged anyway, how can I inform of it?",payment_issue,Negative
"I have an issue paying for my order, how can I report it?",payment_issue,Neutral
"i have an issue when trying to make a payment, what can i do?",payment_issue,Neutral
can i notify issues making a payment ?,payment_issue,Neutral
"an error message pops when I try to make a payment for my order, what can I do?",payment_issue,Negative
i need help solving a problem with my payment,payment_issue,Positive
i wanna inform of an issue with my payment,payment_issue,Neutral
"I have a problem when trying to pay for my order, how do I notify it?",payment_issue,Negative
I need help solving a payment issue,payment_issue,Positive
"please, ask an agent to report an issue making a payment",payment_issue,Positive
i need help notifying fucking issues with my payment,payment_issue,Positive
"could you ask an agent how to report problems making a payment, please?",payment_issue,Negative
ask an agent how i could solve payment problems,payment_issue,Negative
"I have a problem paying with card, what should I do?",payment_issue,Negative
"I got an error message when I tried to make a payment, but my card was charged anyway, what should I do?",payment_issue,Negative
"i got an error message when i attempted to pay, but my card was charged anyway and i want to notify it",payment_issue,Negative
"I have an issue paying, can I inform of it?",payment_issue,Neutral
"i got an error when i attempted to make a payment, but my card was charged anyway, i need help notifying it, please",payment_issue,Positive
where do I inform of an issud making a payment?,payment_issue,Neutral
"i have a problem when trying to make a payment, what should i do to inform of it?",payment_issue,Negative
"I have a problem when trying to make a payment, notify it",payment_issue,Negative
where can I notify issues with my payment?,payment_issue,Neutral
can u ask an agent where to inform of a problem paying?,payment_issue,Negative
"i got an error when i attempted to pay, but i was charged anyway, can i report it?",payment_issue,Negative
"I have a problem making a payment , inform of it",payment_issue,Negative
can u ask an agent how i can inform of a payment prolem?,payment_issue,Neutral
"an error message pops when I attempt to make a payment with card, can you help me?",payment_issue,Neutral
"i have a problem making a payment, what do i have to do?",payment_issue,Negative
"I have an issue paying with card, can I report it?",payment_issue,Neutral
"I have an issue making a payment with card, how can I inform of it?",payment_issue,Neutral
"id like to notify a payment issue, can u help me?",payment_issue,Positive
"ask an agent how to inform of fucking issues paying, please",payment_issue,Positive
how can I solve a problem with my payment?,payment_issue,Negative
"I got aan error message when I tried to pay, but my card was charged anyway, what do I have to do to notify it?",payment_issue,Negative
i have a problem when trying to pay for my order aand i wanna inofrm of it,payment_issue,Negative
"I would like to report an issue making a payment, what can I do?",payment_issue,Positive
"I got an error message when I tried to make a payment, but my card was charged anyway, notify it",payment_issue,Negative
"i need help informing of a fucking issue making a payment, please",payment_issue,Positive
"I got an error when I tried to make a payment, but my card was charged anyway, help me report it",payment_issue,Positive
"I got an error when I attempted to make a payment, but I was charged anyway, how do I notify it?",payment_issue,Negative
the paymdnt didn't go through,payment_issue,Neutral
"i have an issue making a payment with card, what should i do?",payment_issue,Neutral
"I got an error message when I attempted to pay, but my card was charged anyway, what do I have to do to inform of it?",payment_issue,Negative
"please, can you ask an agent if I can report payment issues?",payment_issue,Positive
"I have an issue when trying to pay for my online order, what do I have to do to notify it?",payment_issue,Negative
how can i solve payment issues?,payment_issue,Positive
"an error message pops when I attempt to pay for my order, what should I do?",payment_issue,Negative
how to report a problem paying,payment_issue,Negative
"i got an error when i tried to pay, but i was charged anyway, what can i do to notify it?",payment_issue,Negative
"I get an error when I attempt to pay for my online order, what can I do?",payment_issue,Negative
"id like to notify an issue with my payment, could u help e?",payment_issue,Positive
ask an agent how i can inform of payment issues,payment_issue,Neutral
"please, can you ask an agent if I could report issues making a payment?",payment_issue,Positive
"I got an error when I tried to pay, but I was charged anyway, I need help reporting it",payment_issue,Positive
how can I report issues making a payment?,payment_issue,Neutral
"I have a problem when trying to pay, I need help informing of it",payment_issue,Negative
where do I notify a problem with my payment?,payment_issue,Negative
"an error message pops when I attempt to make a payment for my online order, what do I have to do?",payment_issue,Negative
"i got an error message when i tried to pay, but i was charged anyway, how can i report it?",payment_issue,Negative
can u ask an agent how i can notify problems paying?,payment_issue,Negative
"I have an issue when trying to pay for my order, can you report it?",payment_issue,Negative
"I have a problem when trying to make a payment with card , how do I inform of it?",payment_issue,Negative
"i have a issue when trying to pay with card, cani report it?",payment_issue,Negative
could u ask an agent if i could report an issue making a payment?,payment_issue,Neutral
"I have a problem when trying to pay with card, can I inform of it?",payment_issue,Negative
ak an agent if i can notify a problem paying,payment_issue,Negative
could you ask an agent how ot notify a problem making an payment?,payment_issue,Negative
"an error pops when I try to make a payment for my order, can you help me?",payment_issue,Neutral
ask an agent if i can solve payment issues,payment_issue,Positive
"i got an error when i attempted to make a payment, but i was charged anyway, what do i have to do?",payment_issue,Negative
how do I report issues making a payment?,payment_issue,Neutral
where can i report a problem paying?,payment_issue,Negative
"I have an issue when trying to pay with card , help me report it",payment_issue,Positive
ask an agent where i can inform of an issue with my payment,payment_issue,Neutral
I didn't get an paymentconfirmation,payment_issue,Neutral
"I have an issue when trying to pay, how can I inform of it?",payment_issue,Negative
"i have a problem paying with card, could i inform of it?",payment_issue,Negative
"i have a problem when trying to pay for my online order, what can i do to inform of it?",payment_issue,Negative
"i got an error message when i tried to make a payment, but my card was charged anyway, i need help informing of it",payment_issue,Positive
"i have an issue paying for my online order, i need help notifying it",payment_issue,Positive
"I got an error message when I attempted to make a payment, but I was charged anyway, what should I do to report it?",payment_issue,Negative
"id like to report a problem making a payment, can u help me?",payment_issue,Positive
"I got an error message when I attempted to pay, but my card was charged anyway, what can I do to notify it?",payment_issue,Negative
"i have a problem paying for my order, what should i do to inform of it?",payment_issue,Negative
"I got an error message when I tried to make a payment, but I was charged anyway, can you inform of it?",payment_issue,Negative
"I got an error message when I attempted to make a payment, but I was charged anyway, what should I do to inform of it?",payment_issue,Negative
"could you ask an agent where to notify issues making a payment, please?",payment_issue,Positive
where to notify an issue paying,payment_issue,Neutral
"I get an error when I attempt to pay for my order, can you help me?",payment_issue,Negative
"i got an error message when i tried to pay, but my card was charged anyway, can u inform of it?",payment_issue,Negative
I have a problem when trying to make a payment and I want to report it,payment_issue,Negative
"I have a problem making a payment, what can I do to inform of it?",payment_issue,Negative
can you ask an agent how I could notify a payment issue?,payment_issue,Neutral
can I wolve an issue paying?,payment_issue,Neutral
"I didn't get a payment validation, can you help me?",payment_issue,Positive
I have a problem paying with card and I want to inform of it,payment_issue,Negative
"I have a problem when trying to pay with card, can you notify it?",payment_issue,Negative
help me report an issue making a payment,payment_issue,Positive
where could i report an issue making a payment?,payment_issue,Neutral
"I got an error when I tried to pay, but my card was charged anyway, what do I have to do to report it?",payment_issue,Negative
I have a problem making a payment with card,payment_issue,Negative
"I got an error message when I tried to pay, but I was charged anyway, how can I inform of it?",payment_issue,Negative
I needx help reporting problems wit my payment,payment_issue,Neutral
"ask an agent if i can inform of issues paying, please",payment_issue,Positive
"I want to inform of an issue making a payment, what should I do?",payment_issue,Positive
"i have an issue paying for my order, i need help reporting it",payment_issue,Positive
"I have an isue paying with card, how do I notify it?",payment_issue,Neutral
"i got an error when i tried to make a payment, but i was charged anyway, help me inform of it",payment_issue,Positive
"I got an error message when I tried to pay, but my card was charged anyway, what do I have to do to inform of it?",payment_issue,Negative
"I have a problem paying, I need help informing of it",payment_issue,Neutral
"I have a problem paying, what should I do to report it?",payment_issue,Negative
"i have an issue when trying to pay with card, what do i have to do to inform of it?",payment_issue,Negative
where to notify a payment problem,payment_issue,Negative
"I got an error message when I attempted to pay, but I was charged anyway, what do I have to do to inform of it?",payment_issue,Negative
how to report  prbolems with my payment,payment_issue,Neutral
"I want to inform of an issue making a payment, what do I have to do?",payment_issue,Positive
"I got an error message when I tried to pay, but I was charged anyway, help me report it",payment_issue,Positive
"I get an error when I try to pay for my order, what should I do?",payment_issue,Negative
"I got an error message when I attempted to pay, but I was charged anyway, can you report it?",payment_issue,Negative
how can i solve issues making a payment?,payment_issue,Positive
how do i inform of issues making an payment?,payment_issue,Neutral
ask an agent where i can report issues with my payment,payment_issue,Neutral
"could you ask an agent how to inform of a problem with my payment, please?",payment_issue,Negative
"I have a problem paying with card, help me inform of it",payment_issue,Neutral
an error pops when I try to pay for my online order,payment_issue,Negative
"i have an issue paying with card, what do i have to do to inform of it?",payment_issue,Neutral
"an error pops when I try to pay for my online order, what can I do?",payment_issue,Negative
"i got an error when i attempted to make a payment, but i was charged anyway, can u inform of it?",payment_issue,Negative
"I have a problem when trying to pay, I need help notifying it",payment_issue,Negative
"I have a problem making a payment with card, how can I report it?",payment_issue,Negative
"I have a problem when trying to make a payment with card, how can I report it?",payment_issue,Negative
ask an agent how to report fucking problems paying,payment_issue,Negative
"please, could you ask an agent where to inform of a fucking issue paying?",payment_issue,Positive
"ask an agent if i can notify issues making a payment, please",payment_issue,Positive
I have a problem when trying to make a payment with card,payment_issue,Negative
"please, could u ask an agent where to notify fucking problems making a payment?",payment_issue,Negative
how can I report a payment issue?,payment_issue,Neutral
i want to solve payment problems,payment_issue,Negative
i want to infrm of issues with my payment,payment_issue,Positive
"I got an error message when I tried to pay, but my card was charged anyway, what should  I do to notify it?",payment_issue,Negative
"I have an issue when trying to pay for my online order, I need help informing of it",payment_issue,Positive
"an error message pops when i try to make a payment with card, what can i do?",payment_issue,Negative
"I got an error message when I tried to make a payment, but my card was charged anyway, how can I report it?",payment_issue,Negative
"I have a prbolem making a payment, how do I notify it?",payment_issue,Neutral
"I got an error message when I tried to pay, but my card was charged anyway, how can I report it?",payment_issue,Negative
"I have aproblem when trying to make a payment, how can I inform lf it?",payment_issue,Neutral
"an error pops when I attempt to pay for my online order, what do I have to do?",payment_issue,Negative
I want to notify a problem with my payment,payment_issue,Negative
"i want to notify a payment problem, what should i do?",payment_issue,Negative
"i got an error when i tried to make a payment, but i was charged anyway, help me notify it",payment_issue,Positive
where to inform of payment issues,payment_issue,Neutral
"I want to report a problem making a payment, can you help me?",payment_issue,Positive
"please, could u ask an agent where i can inform of a problem paying?",payment_issue,Negative
can u ask an agent how i can notify an issue with my payment?,payment_issue,Neutral
"I got an error message when I attempted to make a payment, but I was charged anyway, can you notify it?",payment_issue,Negative
"I have an issue making a payment with card and I want to notify it, please",payment_issue,Positive
"I got an error when I attempted to pay, but my card was charged anyway, inform of it",payment_issue,Negative
how can I notify a problem with my payment?,payment_issue,Negative
how to report problems paying,payment_issue,Negative
"I get an error message when I try to make a payment, what should I do?",payment_issue,Negative
"i have a problem paying, what can i do to inform of it?",payment_issue,Negative
"I got an error when I attempted to pay, but I was charged anyway, how do I inform of it?",payment_issue,Negative
"could you ask an agent how I can notifu an issue making a paymnet, please?",payment_issue,Positive
"please, ask an agent where i can report a probglem paying",payment_issue,Positive
"I got an error message when I attempted to pay, but my card was charged anyway, how do I notify it?",payment_issue,Negative
"ask an agent how I could report problems making a payment, please",payment_issue,Negative
"ask an agent if I could solve fucking issues paying, please",payment_issue,Positive
"I have an issue paying for my online order, I need help reporting it",payment_issue,Positive
"I got an error when I tried to make a payment, but I was charged anyway and I want to notify it",payment_issue,Negative
"i have a problem making a payment, what should i do to report it?",payment_issue,Negative
i wanna inform of issues making a payment,payment_issue,Neutral
"I have a problem when trying to pay for my online order, what do I have to do to notify it?",payment_issue,Negative
how can I solve a problem making a payment?,payment_issue,Negative
I have an issue when trying to pay for my order and I want to notify it,payment_issue,Neutral
I need help reporting a problem making a payment,payment_issue,Neutral
"I got an error message when I tried to make a payment, but my card was charged anyway, can I report it?",payment_issue,Negative
"can u ask an agent if i can inform of payment problems, please?",payment_issue,Negative
"I got an error message when I attempted to make a payment, but my card was charged anyway, how do I notify it?",payment_issue,Negative
"i wanna inform of a issue making a payment, can u help me?",payment_issue,Positive
"i want to report a problem with my payment, what should i do?",payment_issue,Negative
"i have an issue when trying to pay for my online order, what should i do to report it?",payment_issue,Negative
"I have an issue when trying to make a payment, can I inform of it?",payment_issue,Neutral
"I want to solve an issue paying, can you help me?",payment_issue,Positive
how do i notify an issue paying?,payment_issue,Neutral
can u ask an agent where i can inform of an issue making a payment?,payment_issue,Neutral
"I got an error when I tried to make a payment, but I was charged anyway",payment_issue,Negative
"i got a error when i attempted to make a payment, but my card was charged anyway, what do i have to do to notify it?",payment_issue,Negative
"i get an error when i attempt to pay for my online order, what should i do?",payment_issue,Negative
"I got an error when I tried to make a payment, but I was charged anyway, how can I inform of it?",payment_issue,Negative
"I have an issue paying for my order, what can I do to notify it?",payment_issue,Neutral
"I want to notify a payment problem, what do I have to do?",payment_issue,Negative
I get an error message when I attempt to make a payment,payment_issue,Negative
"could u ask an agent to solve payment problems, please?",payment_issue,Positive
I need help solving issues paying,payment_issue,Positive
"could u ask an agent how i can report problems with my payment, please?",payment_issue,Negative
I'd like to notify fucking issues with my payment,payment_issue,Positive
I have a problem when trying to pay for my order and I want to notify it,payment_issue,Negative
"I got an error message when I tried to pay, but I was charged anyway, what can I do to report it?",payment_issue,Negative
"I got an error message when I tried to pay, but I was charged anyway, can you help me?",payment_issue,Positive
"i got an error message when i tried to pay, but my card was charged anyway, can i report it?",payment_issue,Negative
where can i report problems making a payent?,payment_issue,Negative
where can I notify a payment problem?,payment_issue,Negative
"I have an issue when trying to pay, inform of it",payment_issue,Negative
"i have a problem when trying to pay with card, how do i report it?",payment_issue,Negative
how to notify problems with my payment,payment_issue,Negative
"i want to solvea problem with my payment, what do i have to do?",payment_issue,Negative
"i got an error message when i attempted to pay, but my card was charged anyway, what can i do to report it?",payment_issue,Negative
"I have a problem making a payment with card, what can I do?",payment_issue,Negative
"please, can u ask an agent to report fucking payment problems?",payment_issue,Negative
"I have an issue making a payment, what can I do to report it?",payment_issue,Neutral
"I got an error message when I attempted to make a payment, but I was charged anyway, inform of it",payment_issue,Negative
"please, can you ask an agent how I can report issues with my payment?",payment_issue,Positive
where can I notify an issue paying?,payment_issue,Neutral
"an error pops when I attempt to make a payment for my online order, what do I have  to do?",payment_issue,Negative
"I have an issue paying, I need help reporting it",payment_issue,Positive
"i have an issue when trying to make a payment and i wanna report it, please",payment_issue,Positive
"I have a problem when trying to make a payment, can you report it?",payment_issue,Negative
